Accident_Date,Airline,Severity,Fatalities,Survivors,Aircraft_Type,Accident_Cause,Location,Weather_Condition,Altitude_ft,Speed_knots,Pilot_Experience_Years,Time_of_Accident,Majority_Survivor_Location,Plane_Damage
01/06/2015,American Airlines,Minor,7,122,Bombardier CRJ900,Runway excursion,"São Paulo, Brazil",Clear,11752,572,37,Daylight,Back,Partial - Low Monetary Damage
19/12/2011,Lufthansa,Severe,140,183,Boeing 777,Controlled flight into terrain,"London, UK",Windy,39143,357,21,Night,Front,Partial - High Monetary Damage
17/05/2025,Air India,Minor,10,216,Boeing 777,Runway excursion,"Beijing, China",Windy,15166,458,17,Daylight,Front,Partial - Low Monetary Damage
24/10/2010,Delta,Severe,290,158,Airbus A320,Bird strike,"Mumbai, India",Clear,20943,418,2,Night,Front,Full Plane
28/10/2011,British Airways,Minor,10,138,Boeing 747,Bird strike,"Tokyo, Japan",Snow,1427,350,27,Night,Back,Partial - High Monetary Damage
08/08/2010,Emirates,Severe,270,32,Airbus A350,Sabotage,"New York, USA",Windy,28891,240,15,Night,Front,Partial - High Monetary Damage
22/12/2021,Turkish Airlines,Severe,83,35,Airbus A350,Pilot error,"New York, USA",Snow,38293,375,34,Night,Front,Partial - Low Monetary Damage
08/07/2023,Delta,Minor,2,96,Airbus A380,Sabotage,"Tokyo, Japan",Clear,14123,462,21,Night,Back,Partial - Low Monetary Damage
09/02/2019,American Airlines,Minor,9,178,Bombardier CRJ900,Structural failure,"Tokyo, Japan",Snow,16869,334,27,Night,Back,Full Plane
11/06/2024,American Airlines,Minor,5,149,Embraer 190,Mid-air collision,"Dubai, UAE",Windy,17648,594,30,Daylight,Front,Partial - Low Monetary Damage
15/06/2017,Turkish Airlines,Minor,0,231,Embraer 190,Severe turbulence,"London, UK",Windy,9075,241,1,Daylight,Front,Partial - Low Monetary Damage
16/08/2016,Singapore Airlines,Minor,8,94,Airbus A320,Bird strike,"Toronto, Canada",Windy,4780,144,9,Night,Front,Partial - High Monetary Damage
17/02/2019,United,Minor,3,267,Boeing 747,Landing gear malfunction,"Toronto, Canada",Rain,8584,595,4,Daylight,Back,Full Plane
15/02/2012,American Airlines,Minor,8,200,Airbus A380,Severe turbulence,"Tokyo, Japan",Fog,37717,451,30,Night,Front,Partial - High Monetary Damage
19/09/2013,Emirates,Severe,150,127,Bombardier CRJ900,Landing gear malfunction,"New York, USA",Clear,7225,132,5,Night,Back,Full Plane
23/03/2017,Singapore Airlines,Minor,0,289,Boeing 737,Runway excursion,"Mumbai, India",Clear,19736,461,23,Night,Back,Partial - High Monetary Damage
25/01/2015,Emirates,Minor,3,200,Airbus A350,Fuel exhaustion,"Mumbai, India",Fog,28644,425,13,Night,Back,Partial - Low Monetary Damage
20/11/2018,Singapore Airlines,Severe,292,83,Boeing 777,Engine failure during takeoff,"Dubai, UAE",Windy,24330,249,30,Night,Back,Partial - High Monetary Damage
03/11/2010,British Airways,Minor,9,156,Embraer 190,Structural failure,"São Paulo, Brazil",Fog,286,597,36,Daylight,Back,Full Plane
18/09/2018,Turkish Airlines,Minor,0,8,Airbus A380,Severe turbulence,"Sydney, Australia",Thunderstorm,12192,369,18,Daylight,Front,Full Plane
22/06/2016,American Airlines,Severe,104,80,Airbus A350,Engine failure during takeoff,"Sydney, Australia",Thunderstorm,9656,297,12,Daylight,Front,Full Plane
24/06/2010,Singapore Airlines,Severe,158,118,Airbus A320,Fuel exhaustion,"Tokyo, Japan",Clear,12837,450,4,Night,Front,Full Plane
19/05/2011,United,Severe,176,257,Boeing 737,Runway excursion,"Paris, France",Clear,19182,554,23,Daylight,Front,Partial - Low Monetary Damage
20/04/2016,Turkish Airlines,Minor,4,134,Boeing 737,Controlled flight into terrain,"Paris, France",Rain,32337,575,23,Night,Back,Full Plane
21/11/2019,United,Minor,8,73,Boeing 747,Sabotage,"Mumbai, India",Snow,30242,180,23,Night,Front,Partial - High Monetary Damage
08/07/2016,United,Minor,6,29,Embraer 190,Engine failure during takeoff,"London, UK",Rain,36051,319,22,Daylight,Back,Partial - Low Monetary Damage
08/09/2021,Delta,Minor,7,115,Boeing 777,Severe turbulence,"Mumbai, India",Snow,409,327,15,Daylight,Back,Full Plane
21/12/2018,British Airways,Minor,5,36,Bombardier CRJ900,Severe turbulence,"São Paulo, Brazil",Rain,18800,265,21,Night,Back,Full Plane
28/05/2020,Turkish Airlines,Minor,6,243,Bombardier CRJ900,Lightning strike,"São Paulo, Brazil",Snow,22602,489,18,Night,Back,Full Plane
12/06/2023,Turkish Airlines,Minor,7,176,Embraer 190,Fuel exhaustion,"New York, USA",Clear,32292,161,19,Night,Back,Full Plane
26/09/2016,Air India,Minor,5,38,Airbus A350,Engine failure during takeoff,"Toronto, Canada",Rain,37174,529,3,Daylight,Back,Partial - Low Monetary Damage
05/08/2022,Singapore Airlines,Severe,268,133,Bombardier CRJ900,Lightning strike,"New York, USA",Fog,30385,483,29,Night,Front,Partial - Low Monetary Damage
29/06/2018,British Airways,Minor,3,164,Boeing 777,Bird strike,"Mumbai, India",Thunderstorm,8974,433,34,Night,Front,Partial - High Monetary Damage
03/04/2024,British Airways,Severe,247,5,Airbus A350,Structural failure,"Paris, France",Fog,24482,160,38,Night,Back,Partial - High Monetary Damage
08/04/2024,Turkish Airlines,Minor,5,22,Embraer 190,Severe turbulence,"Dubai, UAE",Fog,7616,504,27,Night,Front,Partial - Low Monetary Damage
05/02/2023,Lufthansa,Minor,1,12,Airbus A350,Controlled flight into terrain,"Sydney, Australia",Windy,34062,415,30,Night,Back,Full Plane
21/08/2021,Qatar Airways,Minor,5,97,Boeing 777,Severe turbulence,"New York, USA",Clear,19091,416,30,Night,Back,Partial - High Monetary Damage
03/04/2023,British Airways,Minor,3,186,Boeing 737,Fuel exhaustion,"London, UK",Clear,3403,352,33,Daylight,Front,Full Plane
04/02/2016,Air India,Minor,4,245,Boeing 777,Bird strike,"London, UK",Snow,30078,317,34,Daylight,Back,Partial - Low Monetary Damage
30/05/2021,Qatar Airways,Severe,219,70,Boeing 747,Landing gear malfunction,"Tokyo, Japan",Windy,1587,231,35,Night,Back,Partial - High Monetary Damage
30/08/2015,American Airlines,Minor,7,266,Embraer 190,Severe turbulence,"Paris, France",Thunderstorm,13343,271,38,Night,Front,Partial - High Monetary Damage
04/08/2021,United,Minor,4,192,Airbus A320,Sabotage,"Tokyo, Japan",Clear,15084,214,11,Night,Front,Partial - High Monetary Damage
23/07/2011,United,Minor,3,123,Bombardier CRJ900,Engine failure during takeoff,"London, UK",Rain,34714,237,9,Daylight,Back,Full Plane
25/06/2020,British Airways,Minor,9,174,Airbus A350,Sabotage,"New York, USA",Thunderstorm,8778,413,7,Daylight,Back,Partial - Low Monetary Damage
10/04/2010,Turkish Airlines,Severe,289,120,Boeing 777,Fuel exhaustion,"Paris, France",Windy,6134,308,3,Daylight,Front,Partial - Low Monetary Damage
27/07/2024,Singapore Airlines,Minor,2,295,Boeing 737,Mid-air collision,"São Paulo, Brazil",Windy,19176,282,3,Night,Back,Partial - High Monetary Damage
12/07/2015,Qatar Airways,Minor,7,45,Boeing 777,Structural failure,"Dubai, UAE",Fog,29673,503,30,Night,Front,Partial - Low Monetary Damage
03/02/2019,Singapore Airlines,Minor,0,12,Airbus A380,Engine failure during takeoff,"Tokyo, Japan",Fog,36405,262,9,Night,Front,Partial - Low Monetary Damage
22/05/2012,Air India,Severe,182,196,Bombardier CRJ900,Lightning strike,"Toronto, Canada",Clear,9438,136,1,Night,Back,Full Plane
27/07/2010,Singapore Airlines,Minor,1,246,Boeing 747,Bird strike,"Beijing, China",Rain,15926,492,18,Daylight,Back,Full Plane
15/03/2011,Lufthansa,Minor,2,115,Airbus A380,Mid-air collision,"Dubai, UAE",Fog,12652,283,2,Daylight,Front,Partial - High Monetary Damage
24/03/2020,Lufthansa,Minor,0,112,Boeing 777,Engine failure during takeoff,"Mumbai, India",Snow,29144,498,40,Daylight,Back,Full Plane
05/07/2020,Lufthansa,Minor,7,109,Embraer 190,Engine failure during takeoff,"Mumbai, India",Thunderstorm,10227,428,20,Night,Front,Full Plane
02/02/2010,Turkish Airlines,Severe,189,266,Boeing 737,Structural failure,"London, UK",Windy,3676,323,32,Daylight,Front,Partial - High Monetary Damage
12/08/2011,Qatar Airways,Minor,0,94,Boeing 737,Severe turbulence,"Paris, France",Clear,37184,259,5,Night,Back,Full Plane
21/12/2019,Air India,Minor,0,227,Airbus A350,Landing gear malfunction,"Sydney, Australia",Thunderstorm,17676,554,8,Daylight,Front,Full Plane
27/11/2020,United,Severe,103,196,Airbus A350,Lightning strike,"New York, USA",Thunderstorm,20752,157,12,Daylight,Front,Partial - High Monetary Damage
23/12/2014,United,Minor,7,163,Airbus A350,Fuel exhaustion,"Tokyo, Japan",Rain,4196,413,19,Night,Front,Partial - High Monetary Damage
31/08/2024,Singapore Airlines,Minor,8,110,Airbus A350,Controlled flight into terrain,"New York, USA",Rain,25867,306,26,Daylight,Back,Full Plane
11/10/2020,Singapore Airlines,Minor,1,151,Boeing 737,Engine failure during takeoff,"São Paulo, Brazil",Windy,31997,325,7,Daylight,Back,Partial - High Monetary Damage
09/01/2017,Air India,Minor,0,276,Airbus A320,Engine failure during takeoff,"Mumbai, India",Rain,26227,371,29,Night,Back,Partial - High Monetary Damage
17/11/2022,Delta,Minor,1,26,Bombardier CRJ900,Structural failure,"São Paulo, Brazil",Rain,29181,406,24,Daylight,Back,Partial - High Monetary Damage
14/12/2016,Air India,Severe,50,91,Airbus A380,Pilot error,"London, UK",Thunderstorm,770,318,32,Night,Front,Partial - High Monetary Damage
11/05/2023,Singapore Airlines,Minor,3,153,Airbus A380,Sabotage,"São Paulo, Brazil",Windy,25914,221,35,Night,Back,Full Plane
05/06/2014,American Airlines,Minor,10,295,Boeing 777,Controlled flight into terrain,"London, UK",Windy,12919,578,1,Daylight,Front,Partial - High Monetary Damage
13/07/2014,Turkish Airlines,Severe,86,199,Airbus A350,Severe turbulence,"New York, USA",Clear,26672,469,18,Night,Front,Full Plane
30/10/2010,Turkish Airlines,Minor,0,200,Boeing 747,Runway excursion,"Beijing, China",Snow,14398,104,7,Daylight,Back,Partial - Low Monetary Damage
18/12/2019,British Airways,Minor,8,266,Embraer 190,Lightning strike,"Mumbai, India",Windy,9215,567,2,Night,Back,Full Plane
02/11/2021,Singapore Airlines,Minor,2,294,Airbus A380,Pilot error,"New York, USA",Windy,34093,514,20,Daylight,Front,Full Plane
25/04/2012,Qatar Airways,Minor,3,87,Embraer 190,Runway excursion,"Dubai, UAE",Fog,27940,125,36,Night,Back,Full Plane
25/06/2012,British Airways,Minor,4,120,Boeing 737,Sabotage,"Beijing, China",Windy,13137,389,28,Daylight,Back,Partial - High Monetary Damage
29/08/2011,Emirates,Severe,282,285,Bombardier CRJ900,Fuel exhaustion,"Paris, France",Fog,284,589,27,Night,Front,Full Plane
03/12/2019,Singapore Airlines,Minor,1,185,Boeing 747,Sabotage,"Toronto, Canada",Clear,7394,205,31,Daylight,Front,Partial - High Monetary Damage
23/05/2012,Delta,Minor,6,280,Bombardier CRJ900,Pilot error,"Paris, France",Thunderstorm,4414,279,6,Daylight,Back,Partial - High Monetary Damage
14/11/2022,Emirates,Minor,0,176,Boeing 737,Mid-air collision,"Sydney, Australia",Clear,9064,477,34,Daylight,Back,Partial - Low Monetary Damage
11/10/2025,British Airways,Severe,202,169,Boeing 747,Controlled flight into terrain,"London, UK",Rain,9931,358,27,Daylight,Front,Full Plane
29/06/2019,United,Minor,10,93,Airbus A350,Bird strike,"Mumbai, India",Thunderstorm,1773,518,17,Daylight,Back,Partial - Low Monetary Damage
03/03/2011,Emirates,Severe,207,13,Boeing 737,Lightning strike,"São Paulo, Brazil",Windy,3211,194,18,Daylight,Back,Full Plane
27/10/2010,Emirates,Minor,0,37,Embraer 190,Runway excursion,"Toronto, Canada",Clear,33947,131,10,Daylight,Front,Partial - Low Monetary Damage
27/03/2016,Lufthansa,Minor,9,0,Airbus A320,Structural failure,"Paris, France",Snow,19148,527,28,Daylight,Back,Full Plane
26/10/2023,Qatar Airways,Minor,7,57,Bombardier CRJ900,Landing gear malfunction,"Sydney, Australia",Snow,32989,156,9,Daylight,Front,Partial - Low Monetary Damage
13/07/2010,United,Minor,5,186,Embraer 190,Lightning strike,"Sydney, Australia",Rain,17591,302,19,Daylight,Front,Partial - High Monetary Damage
26/10/2013,Qatar Airways,Severe,175,158,Bombardier CRJ900,Runway excursion,"Dubai, UAE",Windy,8290,501,20,Night,Back,Partial - Low Monetary Damage
31/01/2012,Qatar Airways,Minor,8,155,Airbus A380,Lightning strike,"Toronto, Canada",Fog,25408,198,32,Night,Front,Full Plane
05/01/2016,United,Minor,8,157,Airbus A350,Mid-air collision,"London, UK",Snow,16588,528,4,Night,Back,Full Plane
05/06/2016,Emirates,Minor,5,281,Airbus A380,Landing gear malfunction,"Paris, France",Rain,35595,119,17,Night,Front,Partial - High Monetary Damage
03/08/2016,Qatar Airways,Minor,1,158,Bombardier CRJ900,Fuel exhaustion,"Mumbai, India",Thunderstorm,13339,143,37,Daylight,Front,Partial - High Monetary Damage
07/12/2011,Lufthansa,Minor,6,251,Boeing 747,Bird strike,"São Paulo, Brazil",Thunderstorm,13408,488,36,Night,Back,Partial - High Monetary Damage
31/12/2017,Singapore Airlines,Minor,6,72,Boeing 747,Lightning strike,"Tokyo, Japan",Thunderstorm,13927,477,27,Daylight,Back,Partial - High Monetary Damage
30/06/2017,Emirates,Severe,71,2,Boeing 737,Pilot error,"Sydney, Australia",Thunderstorm,27712,267,31,Daylight,Front,Full Plane
11/04/2023,Air India,Minor,9,228,Airbus A380,Pilot error,"Tokyo, Japan",Fog,29580,394,6,Daylight,Back,Full Plane
27/06/2019,American Airlines,Severe,54,138,Boeing 747,Structural failure,"Paris, France",Thunderstorm,37765,343,8,Night,Front,Partial - High Monetary Damage
16/01/2020,Delta,Severe,177,29,Embraer 190,Severe turbulence,"Paris, France",Fog,24970,433,2,Daylight,Back,Partial - High Monetary Damage
07/04/2016,Turkish Airlines,Minor,6,187,Boeing 747,Landing gear malfunction,"Mumbai, India",Fog,1503,427,8,Night,Front,Partial - High Monetary Damage
07/02/2015,Singapore Airlines,Minor,4,53,Boeing 737,Sabotage,"Paris, France",Rain,33391,179,33,Night,Front,Full Plane
19/03/2015,Lufthansa,Minor,4,281,Airbus A380,Severe turbulence,"Tokyo, Japan",Windy,10904,188,30,Daylight,Back,Partial - High Monetary Damage
27/03/2015,Singapore Airlines,Minor,4,238,Boeing 737,Lightning strike,"New York, USA",Snow,35406,572,30,Night,Front,Partial - High Monetary Damage
05/12/2024,British Airways,Severe,279,7,Airbus A380,Sabotage,"New York, USA",Thunderstorm,39665,243,1,Night,Front,Partial - High Monetary Damage
05/11/2024,Lufthansa,Minor,9,96,Bombardier CRJ900,Runway excursion,"Mumbai, India",Clear,26572,174,15,Night,Front,Partial - High Monetary Damage
22/08/2021,Singapore Airlines,Minor,0,68,Airbus A380,Bird strike,"São Paulo, Brazil",Rain,32687,164,16,Night,Front,Full Plane
18/10/2016,Qatar Airways,Minor,4,87,Embraer 190,Structural failure,"Mumbai, India",Fog,5622,368,11,Daylight,Front,Full Plane
19/11/2024,Emirates,Minor,3,52,Boeing 737,Mid-air collision,"Sydney, Australia",Clear,13555,243,21,Night,Back,Partial - High Monetary Damage
31/08/2022,British Airways,Minor,9,231,Embraer 190,Pilot error,"London, UK",Fog,24981,488,30,Daylight,Back,Full Plane
18/02/2019,British Airways,Minor,4,233,Boeing 737,Runway excursion,"Mumbai, India",Windy,571,377,4,Daylight,Front,Partial - High Monetary Damage
24/09/2025,British Airways,Severe,240,168,Airbus A320,Severe turbulence,"Beijing, China",Thunderstorm,21991,505,19,Night,Front,Full Plane
06/09/2017,Air India,Minor,10,27,Boeing 747,Mid-air collision,"Toronto, Canada",Clear,16593,481,19,Night,Front,Partial - Low Monetary Damage
23/05/2018,Singapore Airlines,Severe,230,68,Embraer 190,Sabotage,"Paris, France",Windy,39753,210,15,Night,Front,Partial - Low Monetary Damage
18/08/2013,Emirates,Minor,6,176,Boeing 737,Severe turbulence,"London, UK",Snow,18745,256,2,Night,Front,Partial - High Monetary Damage
18/02/2015,Emirates,Severe,233,128,Boeing 747,Engine failure during takeoff,"Mumbai, India",Rain,28499,495,30,Night,Front,Full Plane
24/09/2022,Qatar Airways,Minor,1,271,Boeing 737,Pilot error,"Sydney, Australia",Clear,39281,439,16,Daylight,Front,Partial - High Monetary Damage
11/06/2012,Lufthansa,Minor,6,123,Bombardier CRJ900,Fuel exhaustion,"Sydney, Australia",Fog,8721,407,9,Night,Back,Partial - High Monetary Damage
07/10/2020,Turkish Airlines,Minor,10,293,Airbus A380,Engine failure during takeoff,"Paris, France",Rain,1574,185,20,Night,Back,Full Plane
31/03/2025,American Airlines,Minor,2,38,Boeing 747,Bird strike,"Tokyo, Japan",Thunderstorm,36850,345,25,Night,Back,Partial - High Monetary Damage
06/08/2010,Lufthansa,Minor,2,13,Airbus A320,Fuel exhaustion,"Toronto, Canada",Snow,24279,295,28,Daylight,Back,Full Plane
26/09/2014,Air India,Minor,2,106,Airbus A380,Runway excursion,"Tokyo, Japan",Thunderstorm,27479,310,34,Night,Front,Partial - High Monetary Damage
03/04/2015,Turkish Airlines,Severe,169,90,Embraer 190,Controlled flight into terrain,"Dubai, UAE",Clear,18345,383,37,Night,Back,Partial - High Monetary Damage
29/01/2018,Singapore Airlines,Severe,226,3,Airbus A350,Lightning strike,"Mumbai, India",Fog,37241,124,40,Night,Front,Partial - High Monetary Damage
21/06/2015,Turkish Airlines,Minor,7,140,Boeing 777,Landing gear malfunction,"Mumbai, India",Thunderstorm,3407,390,31,Night,Front,Partial - Low Monetary Damage
11/01/2010,Lufthansa,Minor,2,54,Airbus A380,Mid-air collision,"London, UK",Snow,7453,421,17,Daylight,Back,Partial - Low Monetary Damage
30/03/2011,Lufthansa,Minor,6,26,Boeing 737,Controlled flight into terrain,"London, UK",Thunderstorm,12307,366,39,Daylight,Back,Full Plane
23/12/2016,Qatar Airways,Minor,1,117,Embraer 190,Bird strike,"Sydney, Australia",Clear,9540,492,4,Daylight,Front,Partial - High Monetary Damage
05/11/2023,American Airlines,Minor,0,249,Airbus A320,Severe turbulence,"Beijing, China",Rain,17141,230,14,Night,Back,Full Plane
01/08/2025,United,Minor,5,67,Airbus A350,Structural failure,"Paris, France",Clear,24221,323,4,Night,Front,Full Plane
19/02/2023,Delta,Minor,4,260,Airbus A380,Pilot error,"Sydney, Australia",Thunderstorm,6132,435,17,Daylight,Back,Partial - High Monetary Damage
02/02/2023,United,Minor,10,34,Bombardier CRJ900,Mid-air collision,"Tokyo, Japan",Fog,36957,455,15,Night,Front,Partial - High Monetary Damage
15/01/2014,United,Minor,0,28,Boeing 737,Sabotage,"New York, USA",Clear,14100,125,33,Night,Back,Partial - Low Monetary Damage
18/08/2018,Singapore Airlines,Severe,93,76,Airbus A320,Fuel exhaustion,"Dubai, UAE",Thunderstorm,24523,588,7,Night,Front,Full Plane
20/01/2024,Delta,Minor,6,232,Boeing 777,Structural failure,"São Paulo, Brazil",Thunderstorm,3271,142,30,Night,Front,Partial - High Monetary Damage
25/01/2019,British Airways,Minor,0,88,Boeing 747,Pilot error,"Paris, France",Fog,59,511,29,Daylight,Back,Partial - High Monetary Damage
21/10/2017,Emirates,Minor,2,174,Boeing 777,Runway excursion,"Toronto, Canada",Thunderstorm,5075,424,40,Daylight,Front,Full Plane
23/10/2014,British Airways,Minor,8,229,Boeing 747,Mid-air collision,"Toronto, Canada",Clear,7096,547,39,Night,Back,Partial - High Monetary Damage
28/08/2018,Qatar Airways,Minor,10,167,Boeing 747,Fuel exhaustion,"Dubai, UAE",Rain,21744,359,33,Night,Back,Full Plane
03/07/2012,Singapore Airlines,Minor,4,182,Embraer 190,Bird strike,"Toronto, Canada",Clear,19121,597,38,Daylight,Front,Partial - High Monetary Damage
05/10/2023,Qatar Airways,Minor,6,58,Boeing 777,Landing gear malfunction,"New York, USA",Fog,25657,117,37,Daylight,Front,Partial - High Monetary Damage
17/09/2020,United,Minor,5,79,Embraer 190,Runway excursion,"Dubai, UAE",Windy,7190,240,10,Daylight,Front,Partial - Low Monetary Damage
11/07/2024,United,Minor,5,220,Airbus A380,Engine failure during takeoff,"São Paulo, Brazil",Snow,31142,104,17,Night,Back,Partial - Low Monetary Damage
27/03/2020,Turkish Airlines,Minor,9,109,Boeing 777,Landing gear malfunction,"Tokyo, Japan",Windy,22608,506,26,Daylight,Back,Partial - High Monetary Damage
